-1.0000000000,2.9325316108,0.3520755632,1.0000000000
-1.0000000000,1.9063864280,0.9845553022,1.0000000000
-1.0000000000,2.9188856504,1.1582111939,1.0000000000
-1.0000000000,1.4092937663,0.7865922762,1.0000000000
-1.0000000000,1.4232594090,2.9616046595,1.0000000000
-1.0000000000,1.6571055271,0.0829894770,1.0000000000
-1.0000000000,1.6389595587,1.9836860782,1.0000000000
-1.0000000000,1.5227711718,3.8047190305,1.0000000000
-1.0000000000,1.1040607556,3.0189966709,1.0000000000
-1.0000000000,2.5738912555,3.1550508452,1.0000000000
-1.0000000000,2.4504561269,0.5418438449,1.0000000000
-1.0000000000,2.8756378776,2.4660952281,1.0000000000
-1.0000000000,2.6910276745,1.4269634946,1.0000000000
-1.0000000000,1.4142526687,3.5466039016,1.0000000000
-1.0000000000,2.9496328180,1.9150417265,1.0000000000
-1.0000000000,1.2315875993,1.3619472956,1.0000000000
-1.0000000000,2.8648750868,3.0796785960,1.0000000000
-1.0000000000,2.9576674448,2.0525960551,1.0000000000
-1.0000000000,2.0588988319,3.5693582365,1.0000000000
-1.0000000000,1.2103018975,1.7141516425,1.0000000000
-1.0000000000,1.7849913167,0.6134926504,1.0000000000
-1.0000000000,2.3620820167,3.1593640355,1.0000000000
-1.0000000000,1.7336594542,3.1902988513,1.0000000000
-1.0000000000,1.9995246652,2.2476739850,1.0000000000
-1.0000000000,1.7541932099,2.2856778307,1.0000000000
-1.0000000000,2.3992243703,2.1101288494,1.0000000000
-1.0000000000,2.7407102968,3.5433407593,1.0000000000
-1.0000000000,2.5095635954,0.3786978487,1.0000000000
-1.0000000000,2.5424765197,0.1387915025,1.0000000000
-1.0000000000,2.0918880246,0.4351094395,1.0000000000
-1.0000000000,2.1329024266,1.8556616039,1.0000000000
-1.0000000000,2.8919583284,1.0218309039,1.0000000000
-1.0000000000,1.3491490862,1.2944692134,1.0000000000
-1.0000000000,2.8222771338,2.6864699493,1.0000000000
-1.0000000000,1.5894847335,0.4175354425,1.0000000000
-1.0000000000,1.9774361709,2.1796820452,1.0000000000
-1.0000000000,1.2572038807,0.8037927383,1.0000000000
-1.0000000000,1.3267976604,2.3327197341,1.0000000000
-1.0000000000,2.6798741058,3.4953403817,1.0000000000
-1.0000000000,2.2519661948,2.4660412232,1.0000000000
-1.0000000000,1.0095089422,2.7221654150,1.0000000000
-1.0000000000,2.8687674338,0.3195850316,1.0000000000
-1.0000000000,1.4913433289,2.3266691008,1.0000000000
-1.0000000000,2.9817819505,1.5448888704,1.0000000000
-1.0000000000,1.4168395128,2.2154664019,1.0000000000
-1.0000000000,1.3525078959,1.2749706537,1.0000000000
-1.0000000000,2.2566929317,2.5399464813,1.0000000000
-1.0000000000,2.1302361299,1.4131828966,1.0000000000
-1.0000000000,1.2128177963,0.2155932045,1.0000000000
-1.0000000000,2.3753695733,2.7701147391,1.0000000000
-1.0000000000,1.1663906306,2.7848870285,1.0000000000
-1.0000000000,1.3640540805,0.1400348964,1.0000000000
-1.0000000000,2.5327911417,0.2103276764,1.0000000000
-1.0000000000,1.0615615947,1.3572683641,1.0000000000
-1.0000000000,1.8152219765,3.3102109689,1.0000000000
-1.0000000000,1.4309091679,1.5263685894,1.0000000000
-1.0000000000,2.9511577089,1.9139712634,1.0000000000
-1.0000000000,1.3340094390,0.6434790916,1.0000000000
-1.0000000000,2.6560618238,2.7312541003,1.0000000000
-1.0000000000,2.3231448611,0.8046790300,1.0000000000
-1.0000000000,1.0005324692,0.7593345799,1.0000000000
-1.0000000000,2.9595148378,0.2114000981,1.0000000000
-1.0000000000,1.2245401747,0.1279130964,1.0000000000
-1.0000000000,2.3798086572,0.5432917019,1.0000000000
-1.0000000000,2.9288684271,0.4892221164,1.0000000000
-1.0000000000,2.0655371025,2.9527284552,1.0000000000
-1.0000000000,2.7353578164,2.5012756375,1.0000000000
-1.0000000000,1.4759478693,3.3607245736,1.0000000000
-1.0000000000,1.6176055466,1.2966392470,1.0000000000
-1.0000000000,2.6802465681,0.2439585293,1.0000000000
-1.0000000000,2.5897661123,1.7800199070,1.0000000000
-1.0000000000,1.2137582488,1.2656348702,1.0000000000
-1.0000000000,2.1070252449,0.6735167034,1.0000000000
-1.0000000000,1.5601692316,1.7079077505,1.0000000000
-1.0000000000,1.6972411284,3.3890676340,1.0000000000
-1.0000000000,2.1496746601,1.6182344720,1.0000000000
-1.0000000000,2.4339916942,3.7388844916,1.0000000000
-1.0000000000,1.0265507801,0.5804673375,1.0000000000
-1.0000000000,2.2030222911,1.0271443365,1.0000000000
-1.0000000000,2.8799023863,2.0728308090,1.0000000000
-1.0000000000,1.3472319792,2.6954514374,1.0000000000
-1.0000000000,1.4971854907,2.4939031915,1.0000000000
-1.0000000000,2.0172443715,3.7472481146,1.0000000000
-1.0000000000,2.9971645505,0.2073165245,1.0000000000
-1.0000000000,1.0139617435,2.5384943826,1.0000000000
-1.0000000000,1.4556856415,2.8007010761,1.0000000000
-1.0000000000,1.9758671084,1.8760473202,1.0000000000
-1.0000000000,1.0851332554,3.7709850891,1.0000000000
-1.0000000000,1.6463097124,2.4505798841,1.0000000000
-1.0000000000,1.5856160172,3.4750577637,1.0000000000
-1.0000000000,2.9735368763,1.2734038542,1.0000000000
-1.0000000000,2.0704125327,1.4949486915,1.0000000000
-1.0000000000,2.2574046574,1.1998995858,1.0000000000
-1.0000000000,1.0654502722,0.5430019754,1.0000000000
-1.0000000000,1.1832054909,3.3507729926,1.0000000000
-1.0000000000,1.9649728600,3.3463432422,1.0000000000
-1.0000000000,2.6739684764,3.2330505612,1.0000000000
-1.0000000000,1.3528652130,3.2896127690,1.0000000000
-1.0000000000,1.2637642105,2.3155300592,1.0000000000
-1.0000000000,2.0564779478,0.8202599965,1.0000000000
-1.0000000000,2.0416504358,0.9683868125,1.0000000000
-1.0000000000,1.0072776689,1.7084240362,1.0000000000
-1.0000000000,2.3801823421,2.0092635974,1.0000000000
-1.0000000000,1.8248725536,2.1213505663,1.0000000000
-1.0000000000,2.3172992375,3.7887395401,1.0000000000
-1.0000000000,2.7898160309,3.1711724637,1.0000000000
-1.0000000000,2.1821344762,2.9667324943,1.0000000000
-1.0000000000,2.5801593302,0.5511958219,1.0000000000
-1.0000000000,2.4924351433,0.3486027932,1.0000000000
-1.0000000000,1.6548486093,0.6364662765,1.0000000000
-1.0000000000,2.3249096627,2.4714131316,1.0000000000
-1.0000000000,2.8110177886,1.1419754385,1.0000000000
-1.0000000000,1.8193480196,0.6448325078,1.0000000000
-1.0000000000,2.4104993822,1.3702214798,1.0000000000
-1.0000000000,2.8905997202,1.1244021146,1.0000000000
-1.0000000000,2.0862571784,3.1845916072,1.0000000000
-1.0000000000,2.2010593349,1.1170924011,1.0000000000
-1.0000000000,1.1915900567,3.6282593387,1.0000000000
-1.0000000000,2.9561859352,2.2887593993,1.0000000000
-1.0000000000,2.4497939439,1.3375827580,1.0000000000
-1.0000000000,1.0876668684,1.9493016386,1.0000000000
-1.0000000000,1.2265342575,2.9254325332,1.0000000000
-1.0000000000,1.3407179337,3.0209249050,1.0000000000
-1.0000000000,2.8240592546,3.0471893379,1.0000000000
-1.0000000000,1.0555827014,3.3241854685,1.0000000000
-1.0000000000,2.6135790383,3.1522670345,1.0000000000
-1.0000000000,2.8970696057,1.0312414636,1.0000000000
-1.0000000000,2.2525770611,0.8539746523,1.0000000000
-1.0000000000,1.1688175671,1.8754482203,1.0000000000
-1.0000000000,1.5897576715,3.1003885684,1.0000000000
-1.0000000000,2.2326062235,3.6007835025,1.0000000000
-1.0000000000,2.1857581551,3.5549236327,1.0000000000
-1.0000000000,2.8142181067,2.7798770003,1.0000000000
-1.0000000000,2.1378048118,3.6630874431,1.0000000000
-1.0000000000,1.2823985634,1.6028683322,1.0000000000
-1.0000000000,2.8088732655,2.8152488348,1.0000000000
-1.0000000000,1.3406347035,1.8286474875,1.0000000000
-1.0000000000,2.5286239932,1.1818522167,1.0000000000
-1.0000000000,1.1415932371,3.4179302752,1.0000000000
-1.0000000000,2.9528920060,3.8718074394,1.0000000000
-1.0000000000,1.6204927710,2.4605985732,1.0000000000
-1.0000000000,2.5200032894,3.6641206481,1.0000000000
-1.0000000000,1.8676484956,1.7703061477,1.0000000000
-1.0000000000,2.3852183928,1.0800966656,1.0000000000
-1.0000000000,2.5628191139,3.2034963782,1.0000000000
-1.0000000000,1.6220150205,0.4372188244,1.0000000000
-1.0000000000,1.6314380311,3.6416612428,1.0000000000
-1.0000000000,2.7901212688,0.5369350997,1.0000000000
-1.0000000000,1.3595285098,2.3319294307,1.0000000000
