-1.70360273,0.75032066,1.35676436,1
1.78558859,1.2015118,-2.73134561,1
-0.27576603,-0.24533654,0.46119744,-1
-0.8558147,0.87375962,0.35435793,1
0.31207133,-0.48846784,-0.01734842,1
-1.4973958,1.28758431,0.77887433,1
-0.1504195,0.27282022,-0.01625502,-1
-1.76170986,0.36366047,1.67455677,-1
1.90200361,-0.29408648,-1.87280604,-1
-0.87138004,-1.37038479,1.84929525,-1
1.75024597,-0.52732992,-1.55430639,-1
0.85207772,0.11774778,-1.00331881,1
-0.46143682,-0.86408239,1.07044062,-1
-1.88078083,0.91261791,1.44237414,1
1.99674852,0.22430065,-2.31716206,-1
1.50685575,-0.57000695,-1.26175921,-1
2.03869512,-2.08798519,-0.8398316,-1
0.21799491,-1.74792696,0.91436198,-1
-1.36053617,1.44352841,0.52747157,1
-0.9574233,2.12827647,-0.36148886,1
1.19447137,-0.96371992,-0.66305368,-1
1.55360391,3.02161962,-3.6780473,1
2.37297496,-2.27442049,-1.08023218,-1
-0.67623453,-0.62645622,1.14731079,-1
-1.31940147,1.35752903,0.53941983,1
0.84904658,-1.15074579,-0.1645774,-1
-1.88802756,0.23884613,1.8940034,-1
-0.88261315,2.14684051,-0.45499541,1
0.03744036,-0.94259463,0.58012807,1
-1.81240747,0.51907101,1.62728326,1
0.767867,-1.0755502,-0.12590202,-1
0.27079268,-1.35399044,0.59754581,-1
0.71861248,-0.46949902,-0.47154183,-1
-0.18396407,2.25978282,-1.28845157,1
-0.13294718,-1.39066829,1.06035909,-1
-0.38980948,0.23649587,0.267762,1
-2.54425582,-0.62513085,3.17601229,-1
0.4192899,-0.85998358,0.11084599,-1
1.27295997,-1.82878009,-0.17858916,-1
1.16373533,-0.96892922,-0.62622856,1
0.20703874,2.74337862,-2.03177286,1
1.31581808,-1.04144897,-0.74370142,-1
0.74791272,0.33168574,-1.03104787,-1
-1.50325326,0.98186509,0.98658946,1
1.46818437,1.27176262,-2.43275934,1
1.92952818,-0.0506512,-2.06304102,1
1.5515341,1.10183826,-2.41140283,1
-1.56269652,0.86467556,1.12835629,1
2.07817597,-1.20103568,-1.46688462,-1
-0.65905145,0.55920301,0.3477494,1
-1.24552423,0.96762101,0.71595246,1
0.90832589,1.5630942,-2.01635749,1
-2.08824498,0.24104855,2.11008577,1
1.91404309,-1.47320261,-1.10930388,-1
-1.83171288,0.09076338,1.93034785,1
0.13772948,-0.77548088,0.36110206,-1
-1.62062442,0.60232938,1.36407898,1
-2.02476561,0.19006051,2.07469795,1
-0.75912655,0.91325753,0.22329395,1
2.10430264,-1.741865,-1.13907284,-1
-1.28470248,1.04591787,0.70695155,1
-1.8444874,0.05342791,1.96881684,1
1.42117976,-1.13274426,-0.79804675,-1
-0.36568291,1.61488127,-0.66627559,1
2.26230801,-1.02433099,-1.78332131,-1
-4.3233801,-0.31992149,4.90798628,-1
-1.86841317,0.69928925,1.56943822,1
1.06588119,1.40688825,-2.08465925,1
-0.15685991,-1.22291401,0.97585449,-1
3.65182728,-1.12277076,-3.22817729,-1
-2.2174154,-0.29172629,2.60132051,1
-0.02717981,-1.81658728,1.22596095,-1
-0.90380274,1.55228199,-0.04038847,1
0.29105709,0.32024236,-0.52714498,-1
1.35916718,1.27685974,-2.317671,1
-1.90817674,-0.29857922,2.26985122,1
-2.21570897,0.1530221,2.3065488,1
-2.11025801,-0.04658306,2.3234409,1
-1.33650143,1.61962259,0.38538006,1
3.6047007,-1.61762919,-2.85105415,1
2.11285385,-0.94925559,-1.67038755,-1
-0.29697036,1.46727653,-0.64371604,1
-1.25157883,-0.57482643,1.73840878,-1
1.72584728,-0.48814515,-1.55360527,-1
