0.9358620247,0.0815760202,-1.0000000000
0.5352114087,0.6001385059,1.0000000000
0.0761519620,0.3325141846,1.0000000000
0.6149846918,0.6186946648,-1.0000000000
0.7949224602,0.9789334601,1.0000000000
0.1237685105,0.9603927202,1.0000000000
0.9546218258,0.1273487650,-1.0000000000
0.5027531102,0.3049470919,-1.0000000000
0.5757069197,0.8066720316,1.0000000000
0.6613543755,0.8471993935,1.0000000000
0.7421774878,0.5361293804,-1.0000000000
0.5129356813,0.1834730463,-1.0000000000
0.1261613696,0.4786097083,1.0000000000
0.0308510668,0.7282628194,1.0000000000
0.6440176889,0.9548624827,1.0000000000
0.4447141220,0.1734684816,-1.0000000000
0.6324899139,0.4853623686,-1.0000000000
0.7636417150,0.7162597946,-1.0000000000
0.0780308091,0.9017037667,1.0000000000
0.7087106512,0.3413087842,-1.0000000000
0.6345873050,0.9192565529,1.0000000000
0.2393750771,0.8418578367,1.0000000000
0.5984260912,0.6714984743,1.0000000000
0.8061356928,0.1252108214,-1.0000000000
0.1180579166,0.4236675551,1.0000000000
0.6647076002,0.7904838677,1.0000000000
0.9368566787,0.5482616668,-1.0000000000
0.3324476240,0.0249606832,-1.0000000000
0.7588437955,0.5975889699,-1.0000000000
0.7277413404,0.3243303228,-1.0000000000
0.0105404177,0.3607697688,1.0000000000
0.6157053940,0.2408569772,-1.0000000000
0.5630943217,0.0302549031,-1.0000000000
0.3798632352,0.6998314421,1.0000000000
0.7075502670,0.0724666971,-1.0000000000
0.6797693625,0.0351085310,-1.0000000000
0.5835754959,0.9225595947,1.0000000000
0.5449688889,0.8729754238,1.0000000000
0.0988931861,0.2418265812,1.0000000000
0.3228807023,0.0523062173,-1.0000000000
0.9728701384,0.5465885464,-1.0000000000
0.7014255378,0.2356544211,-1.0000000000
0.2246764411,0.2796557769,1.0000000000
0.7524792903,0.7890213671,-1.0000000000
0.6699262489,0.8901142260,1.0000000000
0.6119341766,0.3551929395,-1.0000000000
0.9668738638,0.3736148591,-1.0000000000
0.5136657703,0.3729721887,-1.0000000000
0.9353405222,0.1659771627,-1.0000000000
0.6336042205,0.7438718656,1.0000000000
0.1842500955,0.4184761909,1.0000000000
0.8223525284,0.3620938536,-1.0000000000
0.9017102821,0.5598325462,-1.0000000000
0.0981855491,0.0304651711,1.0000000000
0.1739845614,0.4937828416,1.0000000000
0.2701888135,0.2190964393,1.0000000000
0.0845304854,0.8598283510,1.0000000000
0.9975016055,0.1199498494,-1.0000000000
0.6375418274,0.7508573144,1.0000000000
0.8399647992,0.8948132939,-1.0000000000
0.5294000581,0.9302173473,1.0000000000
0.4172545017,0.4952374475,1.0000000000
0.3394007804,0.8443288506,1.0000000000
0.2868961615,0.5948128060,1.0000000000
0.4864618861,0.5247729395,1.0000000000
0.3728568336,0.4610238701,1.0000000000
0.1258235256,0.0275566811,1.0000000000
0.5215935103,0.7314369601,1.0000000000
0.2548071056,0.8207271282,1.0000000000
0.0736378056,0.8185527325,1.0000000000
0.0939068528,0.4563318720,1.0000000000
0.3148368801,0.5033245364,1.0000000000
0.9624349475,0.3005668866,-1.0000000000
0.7794472347,0.6092691066,-1.0000000000
0.3712071341,0.3654008229,1.0000000000
0.2165338614,0.2259338335,1.0000000000
0.1891042643,0.5409599643,1.0000000000
0.0213599598,0.0985510347,1.0000000000
0.6560740729,0.1299800742,-1.0000000000
0.5906421642,0.1048392034,-1.0000000000
0.0431713937,0.9664624150,1.0000000000
0.9849570634,0.2593980492,-1.0000000000
0.1375962447,0.5636654901,1.0000000000
0.5500489863,0.4542293045,-1.0000000000
0.4625462574,0.2694997953,-1.0000000000
0.9326139239,0.7615160364,-1.0000000000
0.3334454511,0.0947088423,-1.0000000000
0.4463502872,0.7713494801,1.0000000000
0.8123671694,0.3376707336,-1.0000000000
0.3112504842,0.3811758610,1.0000000000
0.4637235586,0.4170602678,-1.0000000000
0.7918020446,0.1828111433,-1.0000000000
0.1589439683,0.4615785825,1.0000000000
0.0774441742,0.7036822910,1.0000000000
0.4462188738,0.1945220384,-1.0000000000
0.7705508045,0.9900913325,1.0000000000
0.3867945934,0.0099692589,-1.0000000000
0.2630511495,0.4906071526,1.0000000000
0.2985377940,0.3066039718,1.0000000000
0.8522458664,0.0213857129,-1.0000000000
0.8073425500,0.6776522782,-1.0000000000
0.0387825622,0.0839771678,1.0000000000
0.3471318007,0.9909485526,1.0000000000
0.7501390238,0.1022397322,-1.0000000000
0.8444749474,0.4902441044,-1.0000000000
0.3403285437,0.4636300940,1.0000000000
0.8765616178,0.1405294048,-1.0000000000
0.6592446656,0.7705374803,1.0000000000
0.9359344370,0.1285575619,-1.0000000000
0.4394277454,0.5497234184,1.0000000000
0.8096696862,0.8410592241,-1.0000000000
0.4369927745,0.0679330471,-1.0000000000
0.5797436392,0.0215517758,-1.0000000000
0.4309906872,0.0378967274,-1.0000000000
0.6666226916,0.9572783782,1.0000000000
0.3038665973,0.3473597525,1.0000000000
0.5168136017,0.1639541330,-1.0000000000
0.1614671080,0.7455690807,1.0000000000
0.0295667443,0.4557054210,1.0000000000
0.9209898460,0.0800881455,-1.0000000000
0.7931583257,0.8533401951,-1.0000000000
0.1151617793,0.8400468622,1.0000000000
0.9574428275,0.1172712130,-1.0000000000
0.2096743628,0.1615253708,1.0000000000
0.8321386059,0.7099209240,-1.0000000000
0.7220333652,0.3777291540,-1.0000000000
0.2864717733,0.0019532731,-1.0000000000
0.7269755336,0.6559917645,-1.0000000000
0.6944128190,0.8477526889,1.0000000000
0.6704701999,0.3551876780,-1.0000000000
0.4148416314,0.0626982297,-1.0000000000
0.7058447093,0.9181774370,1.0000000000
0.8025569743,0.3503410566,-1.0000000000
0.5420936315,0.6005491292,1.0000000000
0.4263533931,0.5506373204,1.0000000000
0.0104221600,0.1115966029,1.0000000000
0.6302142535,0.1914537955,-1.0000000000
0.9586120893,0.5659357309,-1.0000000000
0.7391023250,0.6719282684,-1.0000000000
0.0422298672,0.4447043944,1.0000000000
0.8877633648,0.2106805673,-1.0000000000
0.2267692910,0.0622262596,-1.0000000000
0.8510720866,0.2478869541,-1.0000000000
0.9922174287,0.2157750243,-1.0000000000
0.0708750983,0.6469319039,1.0000000000
0.9257936091,0.6939066493,-1.0000000000
0.7775700316,0.7981816074,-1.0000000000
0.9778236012,0.1422998449,-1.0000000000
0.3275959913,0.5340254101,1.0000000000
0.8900321089,0.5905586727,-1.0000000000
0.9970117481,0.7707399390,-1.0000000000
0.6810971080,0.4306810227,-1.0000000000
0.9603992129,0.7811709812,-1.0000000000
0.7154232556,0.1136410765,-1.0000000000
0.2410113309,0.6880015329,1.0000000000
0.4154113893,0.2365642073,-1.0000000000
0.7007258160,0.1599572664,-1.0000000000
0.4490646470,0.4747904187,1.0000000000
0.6337424932,0.0715278881,-1.0000000000
0.1060554393,0.3480749310,1.0000000000
0.1914776449,0.5500731622,1.0000000000
0.5687042677,0.6684541905,1.0000000000
0.6965526960,0.6777009988,-1.0000000000
0.8848576106,0.4532883247,-1.0000000000
0.4252537138,0.8308488085,1.0000000000
